r3_url_id	registry_id	entity_name	source_channel	discovery_source_url	raw_url	normalized_comparison_url	relation_to_current_1612	scope_disposition	redirect_chain	final_url	declared_canonical	terminal_state	captured_at	evidence_capture_method	notes
M4B1R5U00001	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/seller/	https://uniseller.io/blog/tema/seller	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/seller/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00002	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/prodazhi/	https://uniseller.io/blog/tema/prodazhi	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/prodazhi/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00003	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/sellery/	https://uniseller.io/blog/tema/sellery	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/sellery/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00004	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/yandeks-market/	https://uniseller.io/blog/tema/yandeks-market	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/yandeks-market/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00005	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/logistika/	https://uniseller.io/blog/tema/logistika	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/logistika/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00006	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/nalogi/	https://uniseller.io/blog/tema/nalogi	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/nalogi/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00007	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/wildberries-2/	https://uniseller.io/blog/tema/wildberries-2	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/wildberries-2/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00008	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/prodvizhenie/	https://uniseller.io/blog/tema/prodvizhenie	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/prodvizhenie/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00009	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/servisy/	https://uniseller.io/blog/tema/servisy	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/servisy/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
M4B1R5U00010	REG051	Uniseller	PAGINATION_OR_LOAD_MORE	https://uniseller.io/blog/	https://uniseller.io/blog/tema/tovary/	https://uniseller.io/blog/tema/tovary	NEW_IN_SCOPE	IN_SCOPE	NONE_OBSERVED	https://uniseller.io/blog/tema/tovary/	NOT_OBSERVED_IN_BOUNDED_COLLECTION_CAPTURE	INSPECTED	2026-09-21T13:27:14.781Z	PUBLIC_COLLECTION_TAXONOMY_DOM_R5	Official Uniseller blog taxonomy identity exposed directly by the complete public collection DOM. Scope and terminal identity are proven without article-body retrieval.
